,Open,High,Low,Close,Adj Close,Volume,Date,Return
0,0.2723311483860016,0.27236825227737427,0.2723311483860016,0.27236825227737427,0.27236825227737427,0,2003-12-01,
1,0.2724127471446991,0.272420197725296,0.2723311483860016,0.27236825227737427,0.27236825227737427,0,2003-12-02,0.0
2,0.2723385691642761,0.27236825227737427,0.2723311483860016,0.27236825227737427,0.27236825227737427,0,2003-12-03,0.0
3,0.27234598994255066,0.27236825227737427,0.2723311483860016,0.27236825227737427,0.27236825227737427,0,2003-12-04,0.0
4,0.2723385691642761,0.27234598994255066,0.2723311483860016,0.27234598994255066,0.27234598994255066,0,2003-12-05,-0.008173615917961286
5,0.2723311483860016,0.27234598994255066,0.27232372760772705,0.27234598994255066,0.27234598994255066,0,2003-12-08,0.0
6,0.2723311483860016,0.27234598994255066,0.27232372760772705,0.27234598994255066,0.27234598994255066,0,2003-12-09,0.0
7,0.27232372760772705,0.27234598994255066,0.27232372760772705,0.27234598994255066,0.27234598994255066,0,2003-12-10,0.0
8,0.27232372760772705,0.27234598994255066,0.27232372760772705,0.27234598994255066,0.27234598994255066,0,2003-12-11,0.0
9,0.2723385691642761,0.27234598994255066,0.27232372760772705,0.27234598994255066,0.27234598994255066,0,2003-12-12,0.0
10,0.2723385691642761,0.27236825227737427,0.2723385691642761,0.27236825227737427,0.27236825227737427,0,2003-12-15,0.008174284052531178
11,0.27234598994255066,0.27234598994255066,0.2723385691642761,0.27234598994255066,0.27234598994255066,0,2003-12-16,-0.008173615917961286
12,0.27234598994255066,0.27234598994255066,0.2723311483860016,0.27234598994255066,0.27234598994255066,0,2003-12-17,0.0
13,0.2723385691642761,0.27234598994255066,0.27232372760772705,0.27234598994255066,0.27234598994255066,0,2003-12-18,0.0
14,0.27232372760772705,0.27234598994255066,0.27232372760772705,0.27234598994255066,0.27234598994255066,0,2003-12-19,0.0
15,0.2723311483860016,0.2723385691642761,0.27232372760772705,0.2723385691642761,0.2723385691642761,0,2003-12-22,-0.0027247613508474267
16,0.27232372760772705,0.2723385691642761,0.27232372760772705,0.2723385691642761,0.2723385691642761,0,2003-12-23,0.0
17,0.27236825227737427,0.27236825227737427,0.27236825227737427,0.27236825227737427,0.27236825227737427,0,2003-12-24,0.010899342384451671
18,0.27236825227737427,0.27236825227737427,0.27236825227737427,0.27236825227737427,0.27236825227737427,0,2003-12-25,0.0
19,0.27236825227737427,0.27236825227737427,0.27236825227737427,0.27236825227737427,0.27236825227737427,0,2003-12-26,0.0
20,0.2723385691642761,0.27234598994255066,0.2723311483860016,0.2723311483860016,0.2723311483860016,0,2003-12-29,-0.013622693196602143
21,0.2723385691642761,0.27236825227737427,0.27232372760772705,0.27236825227737427,0.27236825227737427,0,2003-12-30,0.01362454922713141
22,0.27236825227737427,0.27236825227737427,0.27236825227737427,0.27236825227737427,0.27236825227737427,0,2003-12-31,0.0
23,0.27236825227737427,0.27236825227737427,0.27236825227737427,0.27236825227737427,0.27236825227737427,0,2004-01-01,0.0
24,0.27232372760772705,0.2723311483860016,0.2723163366317749,0.2723311483860016,0.2723311483860016,0,2004-01-02,-0.013622693196602143
25,0.27236825227737427,0.27236825227737427,0.2723163366317749,0.27236825227737427,0.27236825227737427,0,2004-01-05,0.01362454922713141
